2009.04.03 07:06:04  39.2875   27.9695       14.0      2.7  -.-  -.-   G÷LC‹K-SINDIRGI (BALIKESIR)
2009.04.03 02:35:44  39.1912   29.0297        5.3      2.6  -.-  -.-   SIMAV (K‹TAHYA)
2009.04.02 20:36:48  37.5660   35.7142        3.9      2.6  -.-  -.-   KOZAN (ADANA)
2009.04.02 19:23:33  37.4942   35.5578       21.8      2.8  -.-  -.-   ALADAG (ADANA)
2009.04.02 19:07:19  38.9717   28.2120        9.3      3.0  -.-  -.-   G÷RDES (MANISA)
2009.04.02 18:36:36  40.2885   27.8660        5.5      2.7  -.-  -.-   EDINCIK-BANDIRMA (BALIKESIR)
2009.04.02 17:02:19  39.9345   28.0585       12.1      2.5  -.-  -.-   SUSURLUK (BALIKESIR)
2009.04.02 17:01:15  36.1328   27.2285        5.7      -.-  3.2  -.-   AKDENIZ
2009.04.02 15:47:39  40.8885   30.4155        5.4      2.7  -.-  -.-   S÷G‹TL‹ (SAKARYA)
2009.04.02 15:42:59  41.4830   41.2668       14.1      -.-  2.7  -.-   ARHAVI A«IKLARI-ARTVIN (KARADENIZ)
2009.04.02 15:35:46  37.8660   27.1345       11.1      2.8  -.-  -.-   KUSADASI K÷RFEZI (EGE DENIZI)
2009.04.02 13:39:02  39.4472   28.1652       14.6      2.6  -.-  -.-   BIGADI« (BALIKESIR)
2009.04.02 13:10:14  37.9213   27.3038        5.3      2.9  -.-  -.-   SEL«UK (IZMIR)
2009.04.02 12:33:09  36.1753   27.1855       25.7      2.7  -.-  -.-   AKDENIZ
2009.04.02 09:49:53  40.7477   27.4145       10.5      2.5  -.-  -.-   G‹ZELK÷Y A«IKLARI-TEKIRDAG (MARMARA DENIZI)
2009.04.02 06:32:48  40.3788   27.0900       12.9      2.8  -.-  -.-   BALIKLI«ESME-BIGA («ANAKKALE)
2009.04.02 04:56:07  39.1182   29.0263        7.1      3.1  -.-  -.-   SIMAV (K‹TAHYA)
2009.04.01 23:58:22  39.7177   43.5445        5.0      3.7  -.-  -.-   TASLI«AY (AGRI)
2009.04.01 21:08:47  40.8613   31.0878        4.1      -.-  3.8  -.-   «ILIMLI (D‹ZCE)
2009.04.01 21:01:56  38.1847   28.7567        3.1      2.9  -.-  -.-   SARIG÷L (MANISA)
2009.04.01 17:58:04  37.3072   28.2082        7.0      2.8  -.-  -.-   YATAGAN (MUGLA)
2009.04.01 17:16:27  34.8982   33.9682       28.7      3.0  3.0  -.-   AKDENIZ
2009.04.01 16:43:58  37.0697   27.9225       18.7      2.5  -.-  -.-   ÷REN-MILAS (MUGLA)
2009.04.01 16:12:47  38.7937   38.1708        7.7      2.8  -.-  -.-   ARGUVAN (MALATYA)
2009.04.01 16:01:12  40.9228   39.8182       13.2      2.8  -.-  -.-   YOMRA (TRABZON)
2009.04.01 15:03:24  39.4505   28.1512       10.9      2.7  -.-  -.-   BIGADI« (BALIKESIR)
2009.04.01 14:49:59  38.8937   26.8848        9.8      2.9  -.-  -.-   CANDARLI K÷RFEZI (EGE DENIZI)
2009.04.01 14:37:13  39.5467   32.8092        5.0      2.7  -.-  -.-   IKIZCE-HAYMANA (ANKARA)
2009.04.01 14:36:51  38.7858   29.2773        9.4      2.6  -.-  -.-   USAK
2009.04.01 13:39:56  39.6438   29.4472        7.2      2.9  -.-  -.-   TUN«BILEK-TUN«BILEK (K‹TAHYA)
2009.04.01 13:00:28  38.8758   40.0035        6.0      2.8  -.-  -.-   BASYURT-KARAKO«AN (ELAZIG)
